space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
13	114948443	114948596	154	MACS_peak_725 ENSMUSG00000043958	MACS_peak_725	-	ENSMUSG00000043958	114914556	114941787	upstream	-6656	6656	NearestStart
13	115093779	115093889	111	MACS_peak_726 ENSMUSG00000021764	MACS_peak_726	-	ENSMUSG00000021764	115078859	115178260	inside	84481	14920	NearestStart
13	115196758	115196901	144	MACS_peak_727 ENSMUSG00000021764	MACS_peak_727	-	ENSMUSG00000021764	115078859	115178260	upstream	-18498	18498	NearestStart
13	18933835	18934022	188	MACS_peak_613 ENSMUSG00000041236	MACS_peak_613	+	ENSMUSG00000041236	18809161	18958670	inside	124674	24648	Overlapping
13	23678380	23678500	121	MACS_peak_619 ENSMUSG00000047246	MACS_peak_619	-	ENSMUSG00000047246	23675610	23712993	inside	34613	2770	Overlapping
13	29462883	29463040	158	MACS_peak_626 ENSMUSG00000006191	MACS_peak_626	-	ENSMUSG00000006191	29417175	29947516	inside	484633	45708	Overlapping
13	34336235	34336360	126	MACS_peak_631 ENSMUSG00000038267	MACS_peak_631	-	ENSMUSG00000038267	34271027	34437051	inside	100816	65208	Overlapping
13	35830215	35830359	145	MACS_peak_633 ENSMUSG00000059288	MACS_peak_633	+	ENSMUSG00000059288	35751749	35965493	inside	78466	78466	Overlapping
13	35831476	35831578	103	MACS_peak_634 ENSMUSG00000059288	MACS_peak_634	+	ENSMUSG00000059288	35751749	35965493	inside	79727	79727	Overlapping
13	40812874	40812976	103	MACS_peak_637 ENSMUSG00000021359	MACS_peak_637	-	ENSMUSG00000021359	40811044	40830289	inside	17415	1830	Overlapping
13	46740896	46741026	131	MACS_peak_648 ENSMUSG00000021373	MACS_peak_648	+	ENSMUSG00000021373	46597494	46745634	inside	143402	4608	Overlapping
13	63272848	63273000	153	MACS_peak_673 ENSMUSG00000021458	MACS_peak_673	+	ENSMUSG00000021458	63116294	63403592	inside	156554	130592	Overlapping
13	63272848	63273000	153	MACS_peak_673 ENSMUSG00000056199	MACS_peak_673	+	ENSMUSG00000056199	62915437	63426156	inside	357411	153156	Overlapping
13	63374142	63374244	103	MACS_peak_674 ENSMUSG00000021458	MACS_peak_674	+	ENSMUSG00000021458	63116294	63403592	inside	257848	29348	Overlapping
13	63374142	63374244	103	MACS_peak_674 ENSMUSG00000056199	MACS_peak_674	+	ENSMUSG00000056199	62915437	63426156	inside	458705	51912	Overlapping
13	73920030	73920223	194	MACS_peak_689 ENSMUSG00000017756	MACS_peak_689	+	ENSMUSG00000017756	73870542	73954200	inside	49488	33977	Overlapping
13	81486353	81486559	207	MACS_peak_693 ENSMUSG00000069170	MACS_peak_693	-	ENSMUSG00000069170	81234067	81772143	inside	285790	252286	Overlapping
13	93473467	93473618	152	MACS_peak_696 ENSMUSG00000021703	MACS_peak_696	+	ENSMUSG00000021703	93381046	93481898	inside	92421	8280	Overlapping
13	95835158	95835267	110	MACS_peak_699 ENSMUSG00000021684	MACS_peak_699	-	ENSMUSG00000021684	95794460	95993005	inside	157847	40698	Overlapping
13	96427175	96427285	111	MACS_peak_701 ENSMUSG00000021676	MACS_peak_701	-	ENSMUSG00000021676	96397132	96661877	inside	234702	30043	Overlapping
13	107646733	107646865	133	MACS_peak_710 ENSMUSG00000042590	MACS_peak_710	-	ENSMUSG00000042590	107584520	107726995	inside	80262	62213	Overlapping
13	110423386	110423488	103	MACS_peak_714 ENSMUSG00000021699	MACS_peak_714	+	ENSMUSG00000021699	109444371	110743669	inside	979015	320181	Overlapping
13	110567338	110567538	201	MACS_peak_715 ENSMUSG00000021699	MACS_peak_715	+	ENSMUSG00000021699	109444371	110743669	inside	1122967	176131	Overlapping
13	114816654	114816791	138	MACS_peak_724 ENSMUSG00000042348	MACS_peak_724	+	ENSMUSG00000042348	114584767	114947663	inside	231887	130872	Overlapping
14	12505801	12505923	123	MACS_peak_730 ENSMUSG00000072711	MACS_peak_730	+	ENSMUSG00000072711	12453002	12453359	downstream	52799	52442	NearestStart
14	13131801	13131903	103	MACS_peak_731 ENSMUSG00000033111	MACS_peak_731	+	ENSMUSG00000033111	13116772	13134492	inside	15029	2589	NearestStart
14	16811044	16811195	152	MACS_peak_736 ENSMUSG00000071576	MACS_peak_736	+	ENSMUSG00000071576	17057535	17057729	upstream	-246491	246340	NearestStart
14	18238124	18238283	160	MACS_peak_737 ENSMUSG00000021779	MACS_peak_737	+	ENSMUSG00000021779	18493474	18870578	upstream	-255350	255191	NearestStart
14	20569060	20569165	106	MACS_peak_738 ENSMUSG00000021806	MACS_peak_738	+	ENSMUSG00000021806	20570479	20631009	upstream	-1419	1314	NearestStart
14	21908183	21908326	144	MACS_peak_741 ENSMUSG00000039197	MACS_peak_741	+	ENSMUSG00000039197	21871861	22267764	inside	36322	36322	NearestStart
14	22824291	22824482	192	MACS_peak_742 ENSMUSG00000063458	MACS_peak_742	+	ENSMUSG00000063458	22839101	23875256	upstream	-14810	14619	NearestStart
14	26424389	26424557	169	MACS_peak_746 ENSMUSG00000072684	MACS_peak_746	+	ENSMUSG00000072684	26484519	26486217	upstream	-60130	59962	NearestStart
14	27399593	27399730	138	MACS_peak_747 ENSMUSG00000040818	MACS_peak_747	+	ENSMUSG00000040818	27399064	27452880	inside	529	529	NearestStart
14	27852591	27852693	103	MACS_peak_749 ENSMUSG00000040717	MACS_peak_749	+	ENSMUSG00000040717	27852187	27920472	inside	404	404	NearestStart
14	27881246	27881479	234	MACS_peak_750 ENSMUSG00000040717	MACS_peak_750	+	ENSMUSG00000040717	27852187	27920472	inside	29059	29059	NearestStart
14	28160526	28160749	224	MACS_peak_751 ENSMUSG00000040651	MACS_peak_751	+	ENSMUSG00000040651	28242033	28294574	upstream	-81507	81284	NearestStart
14	28483253	28483426	174	MACS_peak_752 ENSMUSG00000040640	MACS_peak_752	+	ENSMUSG00000040640	28435614	29291721	inside	47639	47639	NearestStart
14	29326126	29326247	122	MACS_peak_754 ENSMUSG00000021994	MACS_peak_754	+	ENSMUSG00000021994	29318659	29338620	inside	7467	7467	NearestStart
14	31951926	31952059	134	MACS_peak_756 ENSMUSG00000071547	MACS_peak_756	+	ENSMUSG00000071547	31948039	31952307	inside	3887	248	NearestStart
14	32485036	32485260	225	MACS_peak_757 ENSMUSG00000021900	MACS_peak_757	+	ENSMUSG00000021900	32454286	32481369	downstream	30750	3667	NearestStart
14	32731638	32731808	171	MACS_peak_758 ENSMUSG00000046005	MACS_peak_758	+	ENSMUSG00000046005	32719714	32743065	inside	11924	11257	NearestStart
14	33944285	33944554	270	MACS_peak_759 ENSMUSG00000077612	MACS_peak_759	+	ENSMUSG00000077612	34020338	34020466	upstream	-76053	75784	NearestStart
14	35705471	35705573	103	MACS_peak_761 ENSMUSG00000065481	MACS_peak_761	+	ENSMUSG00000065481	35707795	35707892	upstream	-2324	2222	NearestStart
14	37382178	37382338	161	MACS_peak_762 ENSMUSG00000064777	MACS_peak_762	+	ENSMUSG00000064777	37580611	37580716	upstream	-198433	198273	NearestStart
14	45614113	45614360	248	MACS_peak_767 ENSMUSG00000037759	MACS_peak_767	+	ENSMUSG00000037759	45607870	45622888	inside	6243	6243	NearestStart
14	45830431	45830562	132	MACS_peak_768 ENSMUSG00000082463	MACS_peak_768	+	ENSMUSG00000082463	45831198	45832107	upstream	-767	636	NearestStart
14	47259249	47259351	103	MACS_peak_769 ENSMUSG00000037628	MACS_peak_769	+	ENSMUSG00000037628	47380300	47391196	upstream	-121051	120949	NearestStart
14	47609516	47609718	203	MACS_peak_770 ENSMUSG00000021838	MACS_peak_770	+	ENSMUSG00000021838	47502664	47722825	inside	106852	106852	NearestStart
14	48192374	48192837	464	MACS_peak_771 ENSMUSG00000072585	MACS_peak_771	+	ENSMUSG00000072585	48189201	48189452	downstream	3173	2922	NearestStart
14	49610607	49610709	103	MACS_peak_775 ENSMUSG00000036291	MACS_peak_775	+	ENSMUSG00000036291	49686224	49707398	upstream	-75617	75515	NearestStart
14	49748650	49748850	201	MACS_peak_776 ENSMUSG00000036282	MACS_peak_776	+	ENSMUSG00000036282	49792290	49810706	upstream	-43640	43440	NearestStart
14	61455699	61455858	160	MACS_peak_783 ENSMUSG00000021993	MACS_peak_783	+	ENSMUSG00000021993	61403425	61522447	inside	52274	52274	NearestStart
14	64077136	64077341	206	MACS_peak_787 ENSMUSG00000035095	MACS_peak_787	+	ENSMUSG00000035095	64055231	64084335	inside	21905	6994	NearestStart
14	79418453	79418676	224	MACS_peak_798 ENSMUSG00000079145	MACS_peak_798	+	ENSMUSG00000079145	79409002	79602115	inside	9451	9451	NearestStart
14	83408548	83408662	115	MACS_peak_801 ENSMUSG00000035566	MACS_peak_801	+	ENSMUSG00000035566	84843370	84936867	upstream	-1434822	1434708	NearestStart
14	98848920	98849022	103	MACS_peak_807 ENSMUSG00000065927	MACS_peak_807	+	ENSMUSG00000065927	99023409	99023515	upstream	-174489	174387	NearestStart
14	118965582	118965714	133	MACS_peak_813 ENSMUSG00000064644	MACS_peak_813	+	ENSMUSG00000064644	118984261	118984360	upstream	-18679	18547	NearestStart
14	119376694	119376836	143	MACS_peak_814 ENSMUSG00000022136	MACS_peak_814	+	ENSMUSG00000022136	119337198	119379107	inside	39496	2271	NearestStart
14	122628460	122628562	103	MACS_peak_817 ENSMUSG00000025545	MACS_peak_817	+	ENSMUSG00000025545	122580943	122801450	inside	47517	47517	NearestStart
14	11256039	11256267	229	MACS_peak_728 ENSMUSG00000060579	MACS_peak_728	-	ENSMUSG00000060579	10405924	11254111	upstream	-1928	1928	NearestStart
14	12271264	12271386	123	MACS_peak_729 ENSMUSG00000079360	MACS_peak_729	-	ENSMUSG00000079360	12113266	12189240	upstream	-82024	82024	NearestStart
14	13170597	13170774	178	MACS_peak_732 ENSMUSG00000077158	MACS_peak_732	-	ENSMUSG00000077158	13166290	13166418	upstream	-4179	4179	NearestStart
14	13654706	13654816	111	MACS_peak_733 ENSMUSG00000054423	MACS_peak_733	-	ENSMUSG00000054423	13205077	13655593	inside	887	777	NearestStart
14	13670551	13670700	150	MACS_peak_734 ENSMUSG00000054423	MACS_peak_734	-	ENSMUSG00000054423	13205077	13655593	upstream	-14958	14958	NearestStart
14	13670960	13671087	128	MACS_peak_735 ENSMUSG00000054423	MACS_peak_735	-	ENSMUSG00000054423	13205077	13655593	upstream	-15367	15367	NearestStart
14	20867865	20868029	165	MACS_peak_739 ENSMUSG00000045107	MACS_peak_739	-	ENSMUSG00000045107	20894882	20902320	downstream	34455	26853	NearestStart
14	20946723	20946953	231	MACS_peak_740 ENSMUSG00000045107	MACS_peak_740	-	ENSMUSG00000045107	20894882	20902320	upstream	-44403	44403	NearestStart
14	24216961	24217107	147	MACS_peak_743 ENSMUSG00000071567	MACS_peak_743	-	ENSMUSG00000071567	24111593	24111904	upstream	-105057	105057	NearestStart
14	25073132	25073342	211	MACS_peak_744 ENSMUSG00000021782	MACS_peak_744	-	ENSMUSG00000021782	24953177	25065142	upstream	-7990	7990	NearestStart
14	25398722	25398843	122	MACS_peak_745 ENSMUSG00000048628	MACS_peak_745	-	ENSMUSG00000048628	25434363	25436526	downstream	37804	35520	NearestStart
14	27489298	27489436	139	MACS_peak_748 ENSMUSG00000043702	MACS_peak_748	-	ENSMUSG00000043702	27484507	27489144	upstream	-154	154	NearestStart
14	29051997	29052201	205	MACS_peak_753 ENSMUSG00000079320	MACS_peak_753	-	ENSMUSG00000079320	29234349	29234665	downstream	182668	182148	NearestStart
14	30608706	30608850	145	MACS_peak_755 ENSMUSG00000021991	MACS_peak_755	-	ENSMUSG00000021991	29718133	30535050	upstream	-73656	73656	NearestStart
14	35173184	35173408	225	MACS_peak_760 ENSMUSG00000043681	MACS_peak_760	-	ENSMUSG00000043681	35165073	35168581	upstream	-4603	4603	NearestStart
14	37727897	37728086	190	MACS_peak_763 ENSMUSG00000058690	MACS_peak_763	-	ENSMUSG00000058690	37688122	37781950	inside	54053	39775	NearestStart
14	41678161	41678389	229	MACS_peak_764 ENSMUSG00000037833	MACS_peak_764	-	ENSMUSG00000037833	41627078	41706254	inside	28093	27865	NearestStart
14	41705725	41705827	103	MACS_peak_765 ENSMUSG00000037833	MACS_peak_765	-	ENSMUSG00000037833	41627078	41706254	inside	529	427	NearestStart
14	41769613	41769730	118	MACS_peak_766 ENSMUSG00000037824	MACS_peak_766	-	ENSMUSG00000037824	41719734	41780096	inside	10483	10366	NearestStart
14	49274309	49274479	171	MACS_peak_772 ENSMUSG00000021848	MACS_peak_772	-	ENSMUSG00000021848	49277354	49287188	downstream	12879	2875	NearestStart
14	49282652	49282829	178	MACS_peak_773 ENSMUSG00000021848	MACS_peak_773	-	ENSMUSG00000021848	49277354	49287188	inside	4536	4359	NearestStart
14	49373856	49374058	203	MACS_peak_774 ENSMUSG00000070171	MACS_peak_774	-	ENSMUSG00000070171	49315657	49315763	upstream	-58093	58093	NearestStart
14	50067367	50067677	311	MACS_peak_777 ENSMUSG00000021852	MACS_peak_777	-	ENSMUSG00000021852	49918195	50145288	inside	77921	77611	NearestStart
14	52904114	52904241	128	MACS_peak_778 ENSMUSG00000022159	MACS_peak_778	-	ENSMUSG00000022159	52881446	52899012	upstream	-5102	5102	NearestStart
14	55034634	55034760	127	MACS_peak_779 ENSMUSG00000000958	MACS_peak_779	-	ENSMUSG00000000958	54989128	55028297	upstream	-6337	6337	NearestStart
14	58351578	58351891	314	MACS_peak_780 ENSMUSG00000021959	MACS_peak_780	-	ENSMUSG00000021959	58308500	58364960	inside	13382	13069	NearestStart
14	59216840	59216953	114	MACS_peak_781 ENSMUSG00000077201	MACS_peak_781	-	ENSMUSG00000077201	59269105	59269237	downstream	52397	52152	NearestStart
14	59989387	59989489	103	MACS_peak_782 ENSMUSG00000068245	MACS_peak_782	-	ENSMUSG00000068245	59967570	59984307	upstream	-5080	5080	NearestStart
14	61576535	61577066	532	MACS_peak_784 ENSMUSG00000060548	MACS_peak_784	-	ENSMUSG00000060548	61582712	61665306	downstream	88771	5646	NearestStart
14	61624272	61624405	134	MACS_peak_785 ENSMUSG00000060548	MACS_peak_785	-	ENSMUSG00000060548	61582712	61665306	inside	41034	40901	NearestStart
14	63556489	63556698	210	MACS_peak_786 ENSMUSG00000075574	MACS_peak_786	-	ENSMUSG00000075574	63596361	63603347	downstream	46858	39663	NearestStart
14	64119199	64119301	103	MACS_peak_788 ENSMUSG00000021953	MACS_peak_788	-	ENSMUSG00000021953	64111296	64127593	inside	8394	7903	NearestStart
14	64120810	64120936	127	MACS_peak_789 ENSMUSG00000021953	MACS_peak_789	-	ENSMUSG00000021953	64111296	64127593	inside	6783	6657	NearestStart
14	65027110	65027313	204	MACS_peak_790 ENSMUSG00000054733	MACS_peak_790	-	ENSMUSG00000054733	64741466	65074740	inside	47630	47427	NearestStart
14	70751769	70752043	275	MACS_peak_791 ENSMUSG00000022094	MACS_peak_791	-	ENSMUSG00000022094	70703274	70751231	upstream	-538	538	NearestStart
14	73247299	73247442	144	MACS_peak_792 ENSMUSG00000033487	MACS_peak_792	-	ENSMUSG00000033487	72937758	73109810	upstream	-137489	137489	NearestStart
14	75905071	75905259	189	MACS_peak_793 ENSMUSG00000034913	MACS_peak_793	-	ENSMUSG00000034913	75982697	75991792	downstream	86721	77438	NearestStart
14	77391137	77391299	163	MACS_peak_794 ENSMUSG00000044350	MACS_peak_794	-	ENSMUSG00000044350	77424008	77436448	downstream	45311	32709	NearestStart
14	77650570	77650796	227	MACS_peak_795 ENSMUSG00000063556	MACS_peak_795	-	ENSMUSG00000063556	77651651	77652121	downstream	1551	855	NearestStart
14	78688820	78689101	282	MACS_peak_796 ENSMUSG00000022015	MACS_peak_796	-	ENSMUSG00000022015	78677252	78707850	inside	19030	11568	NearestStart
14	79170308	79170410	103	MACS_peak_797 ENSMUSG00000034731	MACS_peak_797	-	ENSMUSG00000034731	78969416	79124896	upstream	-45412	45412	NearestStart
14	79540444	79540594	151	MACS_peak_799 ENSMUSG00000071262	MACS_peak_799	-	ENSMUSG00000071262	79612162	79623683	downstream	83239	71568	NearestStart
14	79677951	79678073	123	MACS_peak_800 ENSMUSG00000022018	MACS_peak_800	-	ENSMUSG00000022018	79688558	79701442	downstream	23491	10485	NearestStart
14	86795906	86796166	261	MACS_peak_802 ENSMUSG00000064407	MACS_peak_802	-	ENSMUSG00000064407	86711096	86711185	upstream	-84721	84721	NearestStart
14	86796842	86796946	105	MACS_peak_803 ENSMUSG00000064407	MACS_peak_803	-	ENSMUSG00000064407	86711096	86711185	upstream	-85657	85657	NearestStart
14	91934210	91934321	112	MACS_peak_804 ENSMUSG00000077298	MACS_peak_804	-	ENSMUSG00000077298	92767719	92767848	downstream	833638	833398	NearestStart
14	93226019	93226159	141	MACS_peak_805 ENSMUSG00000065014	MACS_peak_805	-	ENSMUSG00000065014	93537249	93537408	downstream	311389	311090	NearestStart
14	93482495	93482713	219	MACS_peak_806 ENSMUSG00000065014	MACS_peak_806	-	ENSMUSG00000065014	93537249	93537408	downstream	54913	54536	NearestStart
14	99507186	99507310	125	MACS_peak_808 ENSMUSG00000033166	MACS_peak_808	-	ENSMUSG00000033166	99475853	99498959	upstream	-8227	8227	NearestStart
14	106261440	106261581	142	MACS_peak_809 ENSMUSG00000022114	MACS_peak_809	-	ENSMUSG00000022114	106291732	106296036	downstream	34596	30151	NearestStart
14	106320117	106320362	246	MACS_peak_810 ENSMUSG00000022114	MACS_peak_810	-	ENSMUSG00000022114	106291732	106296036	upstream	-24081	24081	NearestStart
14	118629473	118629820	348	MACS_peak_811 ENSMUSG00000061517	MACS_peak_811	-	ENSMUSG00000061517	118632460	118635653	downstream	6180	2640	NearestStart
14	118815441	118815705	265	MACS_peak_812 ENSMUSG00000080531	MACS_peak_812	-	ENSMUSG00000080531	118914221	118914293	downstream	98852	98516	NearestStart
14	120432767	120432952	186	MACS_peak_815 ENSMUSG00000044819	MACS_peak_815	-	ENSMUSG00000044819	120418807	120441657	inside	8890	8705	NearestStart
14	121947013	121947136	124	MACS_peak_816 ENSMUSG00000025557	MACS_peak_816	-	ENSMUSG00000025557	121858843	121904476	upstream	-42537	42537	NearestStart
14	122741399	122741576	178	MACS_peak_818 ENSMUSG00000064052	MACS_peak_818	-	ENSMUSG00000064052	122834076	122850337	downstream	108938	92500	NearestStart
14	122815691	122815871	181	MACS_peak_819 ENSMUSG00000064052	MACS_peak_819	-	ENSMUSG00000064052	122834076	122850337	downstream	34646	18205	NearestStart
14	122833338	122833463	126	MACS_peak_820 ENSMUSG00000064052	MACS_peak_820	-	ENSMUSG00000064052	122834076	122850337	downstream	16999	613	NearestStart
14	123986711	123986980	270	MACS_peak_821 ENSMUSG00000000197	MACS_peak_821	-	ENSMUSG00000000197	123675863	124026366	inside	39655	39386	NearestStart
14	12505801	12505923	123	MACS_peak_730 ENSMUSG00000021745	MACS_peak_730	+	ENSMUSG00000021745	12386046	13074555	inside	119755	119755	Overlapping
14	24216961	24217107	147	MACS_peak_743 ENSMUSG00000063142	MACS_peak_743	-	ENSMUSG00000063142	24117983	24622525	inside	405564	98978	Overlapping
14	26424389	26424557	169	MACS_peak_746 ENSMUSG00000007817	MACS_peak_746	+	ENSMUSG00000007817	26278778	26484193	inside	145611	59636	Overlapping
14	28160526	28160749	224	MACS_peak_751 ENSMUSG00000021895	MACS_peak_751	+	ENSMUSG00000021895	28051225	28217090	inside	109301	56341	Overlapping
14	29051997	29052201	205	MACS_peak_753 ENSMUSG00000040640	MACS_peak_753	+	ENSMUSG00000040640	28435614	29291721	inside	616383	239520	Overlapping
14	35705471	35705573	103	MACS_peak_761 ENSMUSG00000041078	MACS_peak_761	+	ENSMUSG00000041078	35633414	36393995	inside	72057	72057	Overlapping
14	45830431	45830562	132	MACS_peak_768 ENSMUSG00000021830	MACS_peak_768	-	ENSMUSG00000021830	45754123	45839069	inside	8638	8507	Overlapping
14	52904114	52904241	128	MACS_peak_778 ENSMUSG00000016831	MACS_peak_778	+	ENSMUSG00000016831	52898821	52916066	inside	5293	5293	Overlapping
14	63556489	63556698	210	MACS_peak_786 ENSMUSG00000014547	MACS_peak_786	+	ENSMUSG00000014547	63456581	63575291	inside	99908	18593	Overlapping
14	77650570	77650796	227	MACS_peak_795 ENSMUSG00000022012	MACS_peak_795	+	ENSMUSG00000022012	77556623	78121214	inside	93947	93947	Overlapping
14	79418453	79418676	224	MACS_peak_798 ENSMUSG00000058997	MACS_peak_798	+	ENSMUSG00000058997	79249003	79465075	inside	169450	46399	Overlapping
14	79540444	79540594	151	MACS_peak_799 ENSMUSG00000079145	MACS_peak_799	+	ENSMUSG00000079145	79409002	79602115	inside	131442	61521	Overlapping
14	93482495	93482713	219	MACS_peak_806 ENSMUSG00000055421	MACS_peak_806	-	ENSMUSG00000055421	93414731	94287951	inside	805456	67764	Overlapping
14	99507186	99507310	125	MACS_peak_808 ENSMUSG00000022064	MACS_peak_808	+	ENSMUSG00000022064	99498652	99653712	inside	8534	8534	Overlapping
14	118965582	118965714	133	MACS_peak_813 ENSMUSG00000032849	MACS_peak_813	-	ENSMUSG00000032849	118881914	119105427	inside	139845	83668	Overlapping
14	121947013	121947136	124	MACS_peak_816 ENSMUSG00000025558	MACS_peak_816	-	ENSMUSG00000025558	121941261	122137684	inside	190671	5752	Overlapping
14	122741399	122741576	178	MACS_peak_818 ENSMUSG00000025545	MACS_peak_818	+	ENSMUSG00000025545	122580943	122801450	inside	160456	59874	Overlapping
15	10907116	10907247	132	MACS_peak_830 ENSMUSG00000022244	MACS_peak_830	+	ENSMUSG00000022244	10911544	10925359	upstream	-4428	4297	NearestStart
15	12126670	12126808	139	MACS_peak_832 ENSMUSG00000039458	MACS_peak_832	+	ENSMUSG00000039458	12134840	12201731	upstream	-8170	8032	NearestStart
15	12133413	12133630	218	MACS_peak_833 ENSMUSG00000039458	MACS_peak_833	+	ENSMUSG00000039458	12134840	12201731	upstream	-1427	1210	NearestStart
15	16376422	16376588	167	MACS_peak_836 ENSMUSG00000025370	MACS_peak_836	+	ENSMUSG00000025370	16707856	16785988	upstream	-331434	331268	NearestStart
15	25683768	25684018	251	MACS_peak_839 ENSMUSG00000022270	MACS_peak_839	+	ENSMUSG00000022270	25773019	25903442	upstream	-89251	89001	NearestStart
15	25833105	25833368	264	MACS_peak_840 ENSMUSG00000022270	MACS_peak_840	+	ENSMUSG00000022270	25773019	25903442	inside	60086	60086	NearestStart
15	30312959	30313153	195	MACS_peak_845 ENSMUSG00000022240	MACS_peak_845	+	ENSMUSG00000022240	30102348	30959066	inside	210611	210611	NearestStart
15	39478245	39478570	326	MACS_peak_849 ENSMUSG00000022303	MACS_peak_849	+	ENSMUSG00000022303	39577478	39592480	upstream	-99233	98908	NearestStart
15	39560355	39560545	191	MACS_peak_850 ENSMUSG00000022303	MACS_peak_850	+	ENSMUSG00000022303	39577478	39592480	upstream	-17123	16933	NearestStart
15	43361591	43361718	128	MACS_peak_855 ENSMUSG00000022337	MACS_peak_855	+	ENSMUSG00000022337	43308830	43359308	downstream	52761	2283	NearestStart
15	55053768	55053875	108	MACS_peak_860 ENSMUSG00000022371	MACS_peak_860	+	ENSMUSG00000022371	55139305	55352358	upstream	-85537	85430	NearestStart
15	55099674	55099883	210	MACS_peak_861 ENSMUSG00000022371	MACS_peak_861	+	ENSMUSG00000022371	55139305	55352358	upstream	-39631	39422	NearestStart
15	55149544	55149706	163	MACS_peak_862 ENSMUSG00000022371	MACS_peak_862	+	ENSMUSG00000022371	55139305	55352358	inside	10239	10239	NearestStart
15	55796997	55797142	146	MACS_peak_863 ENSMUSG00000072579	MACS_peak_863	+	ENSMUSG00000072579	55762257	55763970	downstream	34740	33027	NearestStart
15	59005924	59006032	109	MACS_peak_866 ENSMUSG00000025922	MACS_peak_866	+	ENSMUSG00000025922	59042460	59043281	upstream	-36536	36428	NearestStart
15	59133792	59133943	152	MACS_peak_867 ENSMUSG00000022351	MACS_peak_867	+	ENSMUSG00000022351	59146667	59162747	upstream	-12875	12724	NearestStart
15	60386268	60386395	128	MACS_peak_868 ENSMUSG00000080677	MACS_peak_868	+	ENSMUSG00000080677	60299741	60299828	downstream	86527	86440	NearestStart
15	60671464	60671586	123	MACS_peak_869 ENSMUSG00000044513	MACS_peak_869	+	ENSMUSG00000044513	60661371	60662954	downstream	10093	8510	NearestStart
15	61810619	61810741	123	MACS_peak_870 ENSMUSG00000022346	MACS_peak_870	+	ENSMUSG00000022346	61816896	61821907	upstream	-6277	6155	NearestStart
15	61938199	61938333	135	MACS_peak_871 ENSMUSG00000072566	MACS_peak_871	+	ENSMUSG00000072566	61869602	62081079	inside	68597	68597	NearestStart
15	74521894	74522024	131	MACS_peak_878 ENSMUSG00000044276	MACS_peak_878	+	ENSMUSG00000044276	74539591	74540804	upstream	-17697	17567	NearestStart
15	74786502	74786669	168	MACS_peak_879 ENSMUSG00000022587	MACS_peak_879	+	ENSMUSG00000022587	74786092	74789761	inside	410	410	NearestStart
15	75779357	75779484	128	MACS_peak_880 ENSMUSG00000050846	MACS_peak_880	+	ENSMUSG00000050846	75771382	75779807	inside	7975	323	NearestStart
15	79735731	79735934	204	MACS_peak_885 ENSMUSG00000075536	MACS_peak_885	+	ENSMUSG00000075536	79722885	79746336	inside	12846	10402	NearestStart
15	80449601	80449710	110	MACS_peak_886 ENSMUSG00000042351	MACS_peak_886	+	ENSMUSG00000042351	80403024	80479192	inside	46577	29482	NearestStart
15	80559982	80560155	174	MACS_peak_887 ENSMUSG00000047888	MACS_peak_887	+	ENSMUSG00000047888	80541749	80771516	inside	18233	18233	NearestStart
15	84452522	84452764	243	MACS_peak_888 ENSMUSG00000036106	MACS_peak_888	+	ENSMUSG00000036106	84511428	84534103	upstream	-58906	58664	NearestStart
15	89979124	89979383	260	MACS_peak_890 ENSMUSG00000075470	MACS_peak_890	+	ENSMUSG00000075470	90054742	90060985	upstream	-75618	75359	NearestStart
15	90020008	90020110	103	MACS_peak_891 ENSMUSG00000075470	MACS_peak_891	+	ENSMUSG00000075470	90054742	90060985	upstream	-34734	34632	NearestStart
15	93320082	93320253	172	MACS_peak_894 ENSMUSG00000036167	MACS_peak_894	+	ENSMUSG00000036167	93228809	93319743	downstream	91273	339	NearestStart
15	95554161	95554310	150	MACS_peak_897 ENSMUSG00000043329	MACS_peak_897	+	ENSMUSG00000043329	95606185	95606663	upstream	-52024	51875	NearestStart
15	95618650	95618761	112	MACS_peak_898 ENSMUSG00000064210	MACS_peak_898	+	ENSMUSG00000064210	95621274	95805180	upstream	-2624	2513	NearestStart
15	96081374	96081476	103	MACS_peak_899 ENSMUSG00000033237	MACS_peak_899	+	ENSMUSG00000033237	96117953	96235894	upstream	-36579	36477	NearestStart
15	96117130	96117282	153	MACS_peak_900 ENSMUSG00000033237	MACS_peak_900	+	ENSMUSG00000033237	96117953	96235894	upstream	-823	671	NearestStart
15	96163951	96164055	105	MACS_peak_901 ENSMUSG00000033237	MACS_peak_901	+	ENSMUSG00000033237	96117953	96235894	inside	45998	45998	NearestStart
15	98799498	98799648	151	MACS_peak_906 ENSMUSG00000075421	MACS_peak_906	+	ENSMUSG00000075421	98785454	98786128	downstream	14044	13370	NearestStart
15	98821970	98822167	198	MACS_peak_907 ENSMUSG00000064081	MACS_peak_907	+	ENSMUSG00000064081	98836487	98836801	upstream	-14517	14320	NearestStart
15	99535530	99535680	151	MACS_peak_908 ENSMUSG00000023018	MACS_peak_908	+	ENSMUSG00000023018	99532718	99544426	inside	2812	2812	NearestStart
15	99872007	99872174	168	MACS_peak_910 ENSMUSG00000023026	MACS_peak_910	+	ENSMUSG00000023026	99869160	100049904	inside	2847	2847	NearestStart
