space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
13	18809125	18809228	104	MACS_peak_418 ENSMUSG00000041236	MACS_peak_418	+	ENSMUSG00000041236	18809161	18958670	overlapStart	-36	36	NearestStart
13	21882379	21882482	104	MACS_peak_419 ENSMUSG00000069308	MACS_peak_419	+	ENSMUSG00000069308	21879357	21881079	downstream	3022	1300	NearestStart
13	23647702	23647851	150	MACS_peak_421 ENSMUSG00000052565	MACS_peak_421	+	ENSMUSG00000052565	23646903	23649866	inside	799	799	NearestStart
13	23831259	23831630	372	MACS_peak_422 ENSMUSG00000036181	MACS_peak_422	+	ENSMUSG00000036181	23830676	23832235	inside	583	583	NearestStart
13	23833969	23834072	104	MACS_peak_423 ENSMUSG00000036181	MACS_peak_423	+	ENSMUSG00000036181	23830676	23832235	downstream	3293	1734	NearestStart
13	34293024	34293127	104	MACS_peak_427 ENSMUSG00000071451	MACS_peak_427	+	ENSMUSG00000071451	34254859	34270035	downstream	38165	22989	NearestStart
13	37528142	37528406	265	MACS_peak_428 ENSMUSG00000021423	MACS_peak_428	+	ENSMUSG00000021423	37437244	37510813	downstream	90898	17329	NearestStart
13	40812818	40812974	157	MACS_peak_429 ENSMUSG00000055732	MACS_peak_429	+	ENSMUSG00000055732	40799374	40803318	downstream	13444	9500	NearestStart
13	41012887	41013002	116	MACS_peak_430 ENSMUSG00000021360	MACS_peak_430	+	ENSMUSG00000021360	40955501	41056260	inside	57386	43258	NearestStart
13	44114240	44114454	215	MACS_peak_431 ENSMUSG00000015396	MACS_peak_431	+	ENSMUSG00000015396	43880554	43898499	downstream	233686	215741	NearestStart
13	44800959	44801329	371	MACS_peak_432 ENSMUSG00000038518	MACS_peak_432	+	ENSMUSG00000038518	44826640	45017006	upstream	-25681	25311	NearestStart
13	44817631	44817941	311	MACS_peak_433 ENSMUSG00000038518	MACS_peak_433	+	ENSMUSG00000038518	44826640	45017006	upstream	-9009	8699	NearestStart
13	44823990	44824102	113	MACS_peak_434 ENSMUSG00000038518	MACS_peak_434	+	ENSMUSG00000038518	44826640	45017006	upstream	-2650	2538	NearestStart
13	44847216	44847338	123	MACS_peak_435 ENSMUSG00000038518	MACS_peak_435	+	ENSMUSG00000038518	44826640	45017006	inside	20576	20576	NearestStart
13	48255609	48255765	157	MACS_peak_437 ENSMUSG00000021379	MACS_peak_437	+	ENSMUSG00000021379	48356796	48359405	upstream	-101187	101031	NearestStart
13	51941311	51941499	189	MACS_peak_439 ENSMUSG00000021453	MACS_peak_439	+	ENSMUSG00000021453	51942047	51943841	upstream	-736	548	NearestStart
13	51941840	51941956	117	MACS_peak_440 ENSMUSG00000021453	MACS_peak_440	+	ENSMUSG00000021453	51942047	51943841	upstream	-207	91	NearestStart
13	52657635	52657858	224	MACS_peak_441 ENSMUSG00000021457	MACS_peak_441	+	ENSMUSG00000021457	52678542	52744161	upstream	-20907	20684	NearestStart
13	54213844	54214026	183	MACS_peak_443 ENSMUSG00000021474	MACS_peak_443	+	ENSMUSG00000021474	54167257	54202132	downstream	46587	11712	NearestStart
13	62283642	62283754	113	MACS_peak_447 ENSMUSG00000064997	MACS_peak_447	+	ENSMUSG00000064997	62238290	62238422	downstream	45352	45220	NearestStart
13	63373649	63373752	104	MACS_peak_448 ENSMUSG00000065599	MACS_peak_448	+	ENSMUSG00000065599	63401780	63401876	upstream	-28131	28028	NearestStart
13	64667227	64667391	165	MACS_peak_451 ENSMUSG00000021483	MACS_peak_451	+	ENSMUSG00000021483	64533850	64541028	downstream	133377	126199	NearestStart
13	66092005	66092226	222	MACS_peak_453 ENSMUSG00000055763	MACS_peak_453	+	ENSMUSG00000055763	66108590	66112968	upstream	-16585	16364	NearestStart
13	71645370	71645525	156	MACS_peak_457 ENSMUSG00000080580	MACS_peak_457	+	ENSMUSG00000080580	71245967	71246087	downstream	399403	399283	NearestStart
13	75931840	75932025	186	MACS_peak_458 ENSMUSG00000077449	MACS_peak_458	+	ENSMUSG00000077449	75905516	75905645	downstream	26324	26195	NearestStart
13	78567089	78567284	196	MACS_peak_459 ENSMUSG00000080389	MACS_peak_459	+	ENSMUSG00000080389	78500358	78500450	downstream	66731	66639	NearestStart
13	79076933	79077036	104	MACS_peak_460 ENSMUSG00000065339	MACS_peak_460	+	ENSMUSG00000065339	79594231	79594337	upstream	-517298	517195	NearestStart
13	84487822	84487930	109	MACS_peak_461 ENSMUSG00000035762	MACS_peak_461	+	ENSMUSG00000035762	84361931	84435569	downstream	125891	52253	NearestStart
13	95476637	95476822	186	MACS_peak_464 ENSMUSG00000042043	MACS_peak_464	+	ENSMUSG00000042043	95558898	95612852	upstream	-82261	82076	NearestStart
13	98052778	98053007	230	MACS_peak_466 ENSMUSG00000080537	MACS_peak_466	+	ENSMUSG00000080537	98061974	98062063	upstream	-9196	8967	NearestStart
13	105607180	105607285	106	MACS_peak_469 ENSMUSG00000021716	MACS_peak_469	+	ENSMUSG00000021716	105607286	105627628	upstream	-106	1	NearestStart
13	113252761	113252933	173	MACS_peak_473 ENSMUSG00000021756	MACS_peak_473	+	ENSMUSG00000021756	113254317	113297049	upstream	-1556	1384	NearestStart
13	113560807	113561044	238	MACS_peak_474 ENSMUSG00000021759	MACS_peak_474	+	ENSMUSG00000021759	113591102	113658089	upstream	-30295	30058	NearestStart
13	11971449	11971612	164	MACS_peak_415 ENSMUSG00000021313	MACS_peak_415	-	ENSMUSG00000021313	11645370	12199212	inside	227763	227600	NearestStart
13	14705290	14705394	105	MACS_peak_416 ENSMUSG00000015672	MACS_peak_416	-	ENSMUSG00000015672	14702568	14705304	overlapStart	14	14	NearestStart
13	23583954	23584080	127	MACS_peak_420 ENSMUSG00000053216	MACS_peak_420	-	ENSMUSG00000053216	23569545	23580716	upstream	-3238	3238	NearestStart
13	24696780	24696883	104	MACS_peak_424 ENSMUSG00000080926	MACS_peak_424	-	ENSMUSG00000080926	24690218	24690921	upstream	-5859	5859	NearestStart
13	29462896	29463001	106	MACS_peak_425 ENSMUSG00000082730	MACS_peak_425	-	ENSMUSG00000082730	29222119	29222627	upstream	-240269	240269	NearestStart
13	34201599	34201873	275	MACS_peak_426 ENSMUSG00000045136	MACS_peak_426	-	ENSMUSG00000045136	34219092	34222223	downstream	20624	17219	NearestStart
13	48226131	48226315	185	MACS_peak_436 ENSMUSG00000047324	MACS_peak_436	-	ENSMUSG00000047324	48055699	48113977	upstream	-112154	112154	NearestStart
13	51587113	51587319	207	MACS_peak_438 ENSMUSG00000021448	MACS_peak_438	-	ENSMUSG00000021448	51526412	51662453	inside	75340	60701	NearestStart
13	52908055	52908174	120	MACS_peak_442 ENSMUSG00000021460	MACS_peak_442	-	ENSMUSG00000021460	52930493	53025030	downstream	116975	22319	NearestStart
13	56353583	56353751	169	MACS_peak_444 ENSMUSG00000048904	MACS_peak_444	-	ENSMUSG00000048904	56352559	56353293	upstream	-290	290	NearestStart
13	57119430	57119599	170	MACS_peak_445 ENSMUSG00000077279	MACS_peak_445	-	ENSMUSG00000077279	57032181	57032309	upstream	-87121	87121	NearestStart
13	57464032	57464239	208	MACS_peak_446 ENSMUSG00000077279	MACS_peak_446	-	ENSMUSG00000077279	57032181	57032309	upstream	-431723	431723	NearestStart
13	63630241	63630412	172	MACS_peak_449 ENSMUSG00000021466	MACS_peak_449	-	ENSMUSG00000021466	63609637	63666828	inside	36587	20604	NearestStart
13	64126333	64126452	120	MACS_peak_450 ENSMUSG00000033122	MACS_peak_450	-	ENSMUSG00000033122	64159582	64190494	downstream	64161	33130	NearestStart
13	66035722	66035868	147	MACS_peak_452 ENSMUSG00000074841	MACS_peak_452	-	ENSMUSG00000074841	65995145	65995681	upstream	-40041	40041	NearestStart
13	66811892	66812245	354	MACS_peak_454 ENSMUSG00000078996	MACS_peak_454	-	ENSMUSG00000078996	66784973	66787891	upstream	-24001	24001	NearestStart
13	68707101	68707282	182	MACS_peak_455 ENSMUSG00000034617	MACS_peak_455	-	ENSMUSG00000034617	68699657	68720998	inside	13897	7444	NearestStart
13	69725357	69725469	113	MACS_peak_456 ENSMUSG00000021594	MACS_peak_456	-	ENSMUSG00000021594	69712328	69750319	inside	24962	13029	NearestStart
13	89801407	89801616	210	MACS_peak_462 ENSMUSG00000021614	MACS_peak_462	-	ENSMUSG00000021614	89794915	89882117	inside	80710	6492	NearestStart
13	91935733	91935836	104	MACS_peak_463 ENSMUSG00000021621	MACS_peak_463	-	ENSMUSG00000021621	91936138	91947301	downstream	11568	302	NearestStart
13	97430257	97430380	124	MACS_peak_465 ENSMUSG00000021670	MACS_peak_465	-	ENSMUSG00000021670	97419290	97440803	inside	10546	10423	NearestStart
13	100214505	100214661	157	MACS_peak_467 ENSMUSG00000052727	MACS_peak_467	-	ENSMUSG00000052727	100194396	100286495	inside	71990	20109	NearestStart
13	102571392	102571506	115	MACS_peak_468 ENSMUSG00000041417	MACS_peak_468	-	ENSMUSG00000041417	102450716	102538172	upstream	-33220	33220	NearestStart
13	107646714	107646878	165	MACS_peak_470 ENSMUSG00000078933	MACS_peak_470	-	ENSMUSG00000078933	107623940	107637347	upstream	-9367	9367	NearestStart
13	108451568	108451714	147	MACS_peak_471 ENSMUSG00000078301	MACS_peak_471	-	ENSMUSG00000078301	108515334	108515669	downstream	64101	63620	NearestStart
13	110930293	110930396	104	MACS_peak_472 ENSMUSG00000021700	MACS_peak_472	-	ENSMUSG00000021700	110850530	111070358	inside	140065	79763	NearestStart
13	114948432	114948677	246	MACS_peak_475 ENSMUSG00000043958	MACS_peak_475	-	ENSMUSG00000043958	114914556	114941787	upstream	-6645	6645	NearestStart
13	24696780	24696883	104	MACS_peak_424 ENSMUSG00000036006	MACS_peak_424	+	ENSMUSG00000036006	24674058	24825685	inside	22722	22722	Overlapping
13	29462896	29463001	106	MACS_peak_425 ENSMUSG00000006191	MACS_peak_425	-	ENSMUSG00000006191	29417175	29947516	inside	484620	45721	Overlapping
13	34293024	34293127	104	MACS_peak_427 ENSMUSG00000038267	MACS_peak_427	-	ENSMUSG00000038267	34271027	34437051	inside	144027	21997	Overlapping
13	40812818	40812974	157	MACS_peak_429 ENSMUSG00000021359	MACS_peak_429	-	ENSMUSG00000021359	40811044	40830289	inside	17471	1774	Overlapping
13	63373649	63373752	104	MACS_peak_448 ENSMUSG00000056199	MACS_peak_448	+	ENSMUSG00000056199	62915437	63426156	inside	458212	52404	Overlapping
13	63373649	63373752	104	MACS_peak_448 ENSMUSG00000021458	MACS_peak_448	+	ENSMUSG00000021458	63116294	63403592	inside	257355	29840	Overlapping
13	107646714	107646878	165	MACS_peak_470 ENSMUSG00000042590	MACS_peak_470	-	ENSMUSG00000042590	107584520	107726995	inside	80281	62194	Overlapping
14	12767249	12767396	148	MACS_peak_479 ENSMUSG00000072711	MACS_peak_479	+	ENSMUSG00000072711	12453002	12453359	downstream	314247	313890	NearestStart
14	16567188	16567320	133	MACS_peak_481 ENSMUSG00000072703	MACS_peak_481	+	ENSMUSG00000072703	16288845	16290555	downstream	278343	276633	NearestStart
14	20569063	20569192	130	MACS_peak_482 ENSMUSG00000021806	MACS_peak_482	+	ENSMUSG00000021806	20570479	20631009	upstream	-1416	1287	NearestStart
14	22824271	22824563	293	MACS_peak_483 ENSMUSG00000063458	MACS_peak_483	+	ENSMUSG00000063458	22839101	23875256	upstream	-14830	14538	NearestStart
14	26182307	26182465	159	MACS_peak_485 ENSMUSG00000007817	MACS_peak_485	+	ENSMUSG00000007817	26278778	26484193	upstream	-96471	96313	NearestStart
14	26424424	26424527	104	MACS_peak_486 ENSMUSG00000072684	MACS_peak_486	+	ENSMUSG00000072684	26484519	26486217	upstream	-60095	59992	NearestStart
14	27881225	27881423	199	MACS_peak_487 ENSMUSG00000040717	MACS_peak_487	+	ENSMUSG00000040717	27852187	27920472	inside	29038	29038	NearestStart
14	28409602	28409705	104	MACS_peak_488 ENSMUSG00000040640	MACS_peak_488	+	ENSMUSG00000040640	28435614	29291721	upstream	-26012	25909	NearestStart
14	29326120	29326223	104	MACS_peak_490 ENSMUSG00000021994	MACS_peak_490	+	ENSMUSG00000021994	29318659	29338620	inside	7461	7461	NearestStart
14	29768526	29768633	108	MACS_peak_491 ENSMUSG00000045776	MACS_peak_491	+	ENSMUSG00000045776	29831440	29841066	upstream	-62914	62807	NearestStart
14	32485041	32485255	215	MACS_peak_492 ENSMUSG00000021900	MACS_peak_492	+	ENSMUSG00000021900	32454286	32481369	downstream	30755	3672	NearestStart
14	33944356	33944543	188	MACS_peak_493 ENSMUSG00000077612	MACS_peak_493	+	ENSMUSG00000077612	34020338	34020466	upstream	-75982	75795	NearestStart
14	45614147	45614367	221	MACS_peak_495 ENSMUSG00000037759	MACS_peak_495	+	ENSMUSG00000037759	45607870	45622888	inside	6277	6277	NearestStart
14	47609511	47609689	179	MACS_peak_496 ENSMUSG00000021838	MACS_peak_496	+	ENSMUSG00000021838	47502664	47722825	inside	106847	106847	NearestStart
14	48192601	48192719	119	MACS_peak_497 ENSMUSG00000072585	MACS_peak_497	+	ENSMUSG00000072585	48189201	48189452	downstream	3400	3149	NearestStart
14	48266581	48266704	124	MACS_peak_498 ENSMUSG00000021843	MACS_peak_498	+	ENSMUSG00000021843	48283452	48356232	upstream	-16871	16748	NearestStart
14	52509731	52509865	135	MACS_peak_503 ENSMUSG00000072572	MACS_peak_503	+	ENSMUSG00000072572	52513334	52516420	upstream	-3603	3469	NearestStart
14	58720341	58720507	167	MACS_peak_505 ENSMUSG00000021974	MACS_peak_505	+	ENSMUSG00000021974	58691523	58728956	inside	28818	8449	NearestStart
14	59557604	59557731	128	MACS_peak_506 ENSMUSG00000059835	MACS_peak_506	+	ENSMUSG00000059835	59512343	59512966	downstream	45261	44638	NearestStart
14	63483540	63483656	117	MACS_peak_509 ENSMUSG00000084465	MACS_peak_509	+	ENSMUSG00000084465	63488551	63488669	upstream	-5011	4895	NearestStart
14	64079621	64079754	134	MACS_peak_510 ENSMUSG00000035095	MACS_peak_510	+	ENSMUSG00000035095	64055231	64084335	inside	24390	4581	NearestStart
14	65261197	65261353	157	MACS_peak_514 ENSMUSG00000060012	MACS_peak_514	+	ENSMUSG00000060012	65271368	65425133	upstream	-10171	10015	NearestStart
14	67861079	67861186	108	MACS_peak_515 ENSMUSG00000022053	MACS_peak_515	+	ENSMUSG00000022053	67852129	68048604	inside	8950	8950	NearestStart
14	78342207	78342310	104	MACS_peak_522 ENSMUSG00000022014	MACS_peak_522	+	ENSMUSG00000022014	78304052	78397975	inside	38155	38155	NearestStart
14	81398973	81399093	121	MACS_peak_525 ENSMUSG00000022026	MACS_peak_525	+	ENSMUSG00000022026	80400109	80422667	downstream	998864	976306	NearestStart
14	105826743	105826865	123	MACS_peak_532 ENSMUSG00000022116	MACS_peak_532	+	ENSMUSG00000022116	105898005	105904839	upstream	-71262	71140	NearestStart
14	115605798	115605901	104	MACS_peak_533 ENSMUSG00000022112	MACS_peak_533	+	ENSMUSG00000022112	115491848	116923659	inside	113950	113950	NearestStart
14	119376729	119376909	181	MACS_peak_535 ENSMUSG00000022136	MACS_peak_535	+	ENSMUSG00000022136	119337198	119379107	inside	39531	2198	NearestStart
14	122277559	122277737	179	MACS_peak_537 ENSMUSG00000041765	MACS_peak_537	+	ENSMUSG00000041765	122277828	122420256	upstream	-269	91	NearestStart
14	8973030	8973133	104	MACS_peak_476 ENSMUSG00000021748	MACS_peak_476	-	ENSMUSG00000021748	8998512	9005462	downstream	32432	25379	NearestStart
14	9235905	9236104	200	MACS_peak_477 ENSMUSG00000021749	MACS_peak_477	-	ENSMUSG00000021749	9181462	9211277	upstream	-24628	24628	NearestStart
14	9290646	9290781	136	MACS_peak_478 ENSMUSG00000021749	MACS_peak_478	-	ENSMUSG00000021749	9181462	9211277	upstream	-79369	79369	NearestStart
14	13670999	13671105	107	MACS_peak_480 ENSMUSG00000054423	MACS_peak_480	-	ENSMUSG00000054423	13205077	13655593	upstream	-15406	15406	NearestStart
14	24217105	24217209	105	MACS_peak_484 ENSMUSG00000071567	MACS_peak_484	-	ENSMUSG00000071567	24111593	24111904	upstream	-105201	105201	NearestStart
14	29051951	29052074	124	MACS_peak_489 ENSMUSG00000079320	MACS_peak_489	-	ENSMUSG00000079320	29234349	29234665	downstream	182714	182275	NearestStart
14	37727901	37728072	172	MACS_peak_494 ENSMUSG00000058690	MACS_peak_494	-	ENSMUSG00000058690	37688122	37781950	inside	54049	39779	NearestStart
14	49320832	49320935	104	MACS_peak_499 ENSMUSG00000070171	MACS_peak_499	-	ENSMUSG00000070171	49315657	49315763	upstream	-5069	5069	NearestStart
14	49329137	49329296	160	MACS_peak_500 ENSMUSG00000070171	MACS_peak_500	-	ENSMUSG00000070171	49315657	49315763	upstream	-13374	13374	NearestStart
14	49373854	49374053	200	MACS_peak_501 ENSMUSG00000070171	MACS_peak_501	-	ENSMUSG00000070171	49315657	49315763	upstream	-58091	58091	NearestStart
14	50067438	50067677	240	MACS_peak_502 ENSMUSG00000021852	MACS_peak_502	-	ENSMUSG00000021852	49918195	50145288	inside	77850	77611	NearestStart
14	58351508	58351849	342	MACS_peak_504 ENSMUSG00000021959	MACS_peak_504	-	ENSMUSG00000021959	58308500	58364960	inside	13452	13111	NearestStart
14	61576689	61576800	112	MACS_peak_507 ENSMUSG00000060548	MACS_peak_507	-	ENSMUSG00000060548	61582712	61665306	downstream	88617	5912	NearestStart
14	61624256	61624359	104	MACS_peak_508 ENSMUSG00000060548	MACS_peak_508	-	ENSMUSG00000060548	61582712	61665306	inside	41050	40947	NearestStart
14	64119220	64119346	127	MACS_peak_511 ENSMUSG00000021953	MACS_peak_511	-	ENSMUSG00000021953	64111296	64127593	inside	8373	7924	NearestStart
14	64120802	64120905	104	MACS_peak_512 ENSMUSG00000021953	MACS_peak_512	-	ENSMUSG00000021953	64111296	64127593	inside	6791	6688	NearestStart
14	65027144	65027318	175	MACS_peak_513 ENSMUSG00000054733	MACS_peak_513	-	ENSMUSG00000054733	64741466	65074740	inside	47596	47422	NearestStart
14	70751823	70752004	182	MACS_peak_516 ENSMUSG00000022094	MACS_peak_516	-	ENSMUSG00000022094	70703274	70751231	upstream	-592	592	NearestStart
14	75374798	75374901	104	MACS_peak_517 ENSMUSG00000068015	MACS_peak_517	-	ENSMUSG00000068015	75154480	75347684	upstream	-27114	27114	NearestStart
14	76644290	76644416	127	MACS_peak_518 ENSMUSG00000075515	MACS_peak_518	-	ENSMUSG00000075515	76636495	76637352	upstream	-6938	6938	NearestStart
14	76905770	76905905	136	MACS_peak_519 ENSMUSG00000052584	MACS_peak_519	-	ENSMUSG00000052584	76932623	76956665	downstream	50895	26718	NearestStart
14	76915448	76915616	169	MACS_peak_520 ENSMUSG00000052584	MACS_peak_520	-	ENSMUSG00000052584	76932623	76956665	downstream	41217	17007	NearestStart
14	77650575	77650806	232	MACS_peak_521 ENSMUSG00000063556	MACS_peak_521	-	ENSMUSG00000063556	77651651	77652121	downstream	1546	845	NearestStart
14	78688912	78689083	172	MACS_peak_523 ENSMUSG00000022015	MACS_peak_523	-	ENSMUSG00000022015	78677252	78707850	inside	18938	11660	NearestStart
14	79701300	79701403	104	MACS_peak_524 ENSMUSG00000022018	MACS_peak_524	-	ENSMUSG00000022018	79688558	79701442	inside	142	39	NearestStart
14	86795888	86796201	314	MACS_peak_526 ENSMUSG00000064407	MACS_peak_526	-	ENSMUSG00000064407	86711096	86711185	upstream	-84703	84703	NearestStart
14	86796826	86797024	199	MACS_peak_527 ENSMUSG00000064407	MACS_peak_527	-	ENSMUSG00000064407	86711096	86711185	upstream	-85641	85641	NearestStart
14	86844120	86844243	124	MACS_peak_528 ENSMUSG00000064407	MACS_peak_528	-	ENSMUSG00000064407	86711096	86711185	upstream	-132935	132935	NearestStart
14	99753372	99753547	176	MACS_peak_529 ENSMUSG00000084700	MACS_peak_529	-	ENSMUSG00000084700	99751213	99751388	upstream	-1984	1984	NearestStart
14	99936612	99936727	116	MACS_peak_530 ENSMUSG00000064584	MACS_peak_530	-	ENSMUSG00000064584	99759891	99760046	upstream	-176566	176566	NearestStart
14	100343447	100343621	175	MACS_peak_531 ENSMUSG00000065238	MACS_peak_531	-	ENSMUSG00000065238	100172842	100173027	upstream	-170420	170420	NearestStart
14	118629510	118629626	117	MACS_peak_534 ENSMUSG00000061517	MACS_peak_534	-	ENSMUSG00000061517	118632460	118635653	downstream	6143	2834	NearestStart
14	120432782	120432966	185	MACS_peak_536 ENSMUSG00000044819	MACS_peak_536	-	ENSMUSG00000044819	120418807	120441657	inside	8875	8691	NearestStart
14	122729479	122729596	118	MACS_peak_538 ENSMUSG00000064052	MACS_peak_538	-	ENSMUSG00000064052	122834076	122850337	downstream	120858	104480	NearestStart
14	122741385	122741591	207	MACS_peak_539 ENSMUSG00000064052	MACS_peak_539	-	ENSMUSG00000064052	122834076	122850337	downstream	108952	92485	NearestStart
14	122833307	122833502	196	MACS_peak_540 ENSMUSG00000064052	MACS_peak_540	-	ENSMUSG00000064052	122834076	122850337	downstream	17030	574	NearestStart
14	123986804	123986928	125	MACS_peak_541 ENSMUSG00000000197	MACS_peak_541	-	ENSMUSG00000000197	123675863	124026366	inside	39562	39438	NearestStart
14	8973030	8973133	104	MACS_peak_476 ENSMUSG00000033885	MACS_peak_476	+	ENSMUSG00000033885	8930725	8997625	inside	42305	24492	Overlapping
14	9290646	9290781	136	MACS_peak_478 ENSMUSG00000021747	MACS_peak_478	-	ENSMUSG00000021747	9263708	9498804	inside	208158	26938	Overlapping
14	12767249	12767396	148	MACS_peak_479 ENSMUSG00000021745	MACS_peak_479	+	ENSMUSG00000021745	12386046	13074555	inside	381203	307159	Overlapping
14	24217105	24217209	105	MACS_peak_484 ENSMUSG00000063142	MACS_peak_484	-	ENSMUSG00000063142	24117983	24622525	inside	405420	99122	Overlapping
14	26424424	26424527	104	MACS_peak_486 ENSMUSG00000007817	MACS_peak_486	+	ENSMUSG00000007817	26278778	26484193	inside	145646	59666	Overlapping
14	29051951	29052074	124	MACS_peak_489 ENSMUSG00000040640	MACS_peak_489	+	ENSMUSG00000040640	28435614	29291721	inside	616337	239647	Overlapping
14	29768526	29768633	108	MACS_peak_491 ENSMUSG00000021991	MACS_peak_491	-	ENSMUSG00000021991	29718133	30535050	inside	766524	50393	Overlapping
14	52509731	52509865	135	MACS_peak_503 ENSMUSG00000004561	MACS_peak_503	+	ENSMUSG00000004561	52504517	52511535	inside	5214	1670	Overlapping
14	63483540	63483656	117	MACS_peak_509 ENSMUSG00000014547	MACS_peak_509	+	ENSMUSG00000014547	63456581	63575291	inside	26959	26959	Overlapping
14	76905770	76905905	136	MACS_peak_519 ENSMUSG00000022010	MACS_peak_519	+	ENSMUSG00000022010	76814768	76907569	inside	91002	1664	Overlapping
14	77650575	77650806	232	MACS_peak_521 ENSMUSG00000022012	MACS_peak_521	+	ENSMUSG00000022012	77556623	78121214	inside	93952	93952	Overlapping
14	100343447	100343621	175	MACS_peak_531 ENSMUSG00000072294	MACS_peak_531	-	ENSMUSG00000072294	100269869	100549015	inside	205568	73578	Overlapping
14	122729479	122729596	118	MACS_peak_538 ENSMUSG00000025545	MACS_peak_538	+	ENSMUSG00000025545	122580943	122801450	inside	148536	71854	Overlapping
14	122741385	122741591	207	MACS_peak_539 ENSMUSG00000025545	MACS_peak_539	+	ENSMUSG00000025545	122580943	122801450	inside	160442	59859	Overlapping
15	6614127	6614316	190	MACS_peak_542 ENSMUSG00000067547	MACS_peak_542	+	ENSMUSG00000067547	6603923	6604870	downstream	10204	9257	NearestStart
15	16376430	16376588	159	MACS_peak_547 ENSMUSG00000025370	MACS_peak_547	+	ENSMUSG00000025370	16707856	16785988	upstream	-331426	331268	NearestStart
15	25683789	25684009	221	MACS_peak_550 ENSMUSG00000022270	MACS_peak_550	+	ENSMUSG00000022270	25773019	25903442	upstream	-89230	89010	NearestStart
15	25703500	25703603	104	MACS_peak_551 ENSMUSG00000022270	MACS_peak_551	+	ENSMUSG00000022270	25773019	25903442	upstream	-69519	69416	NearestStart
15	30312962	30313143	182	MACS_peak_553 ENSMUSG00000022240	MACS_peak_553	+	ENSMUSG00000022240	30102348	30959066	inside	210614	210614	NearestStart
15	34841053	34841172	120	MACS_peak_555 ENSMUSG00000050963	MACS_peak_555	+	ENSMUSG00000050963	34767110	34772095	downstream	73943	68958	NearestStart
15	39599548	39599738	191	MACS_peak_557 ENSMUSG00000022303	MACS_peak_557	+	ENSMUSG00000022303	39577478	39592480	downstream	22070	7068	NearestStart
15	55099678	55099937	260	MACS_peak_558 ENSMUSG00000022371	MACS_peak_558	+	ENSMUSG00000022371	55139305	55352358	upstream	-39627	39368	NearestStart
15	55149554	55149707	154	MACS_peak_559 ENSMUSG00000022371	MACS_peak_559	+	ENSMUSG00000022371	55139305	55352358	inside	10249	10249	NearestStart
15	59223571	59223695	125	MACS_peak_561 ENSMUSG00000059586	MACS_peak_561	+	ENSMUSG00000059586	59205802	59433238	inside	17769	17769	NearestStart
15	60386456	60386559	104	MACS_peak_562 ENSMUSG00000080677	MACS_peak_562	+	ENSMUSG00000080677	60299741	60299828	downstream	86715	86628	NearestStart
15	60671448	60671567	120	MACS_peak_563 ENSMUSG00000044513	MACS_peak_563	+	ENSMUSG00000044513	60661371	60662954	downstream	10077	8494	NearestStart
15	61924538	61924680	143	MACS_peak_564 ENSMUSG00000072566	MACS_peak_564	+	ENSMUSG00000072566	61869602	62081079	inside	54936	54936	NearestStart
15	74522149	74522254	106	MACS_peak_568 ENSMUSG00000044276	MACS_peak_568	+	ENSMUSG00000044276	74539591	74540804	upstream	-17442	17337	NearestStart
15	74786514	74786678	165	MACS_peak_569 ENSMUSG00000022587	MACS_peak_569	+	ENSMUSG00000022587	74786092	74789761	inside	422	422	NearestStart
15	75779363	75779531	169	MACS_peak_570 ENSMUSG00000050846	MACS_peak_570	+	ENSMUSG00000050846	75771382	75779807	inside	7981	276	NearestStart
15	76706046	76706217	172	MACS_peak_572 ENSMUSG00000033669	MACS_peak_572	+	ENSMUSG00000033669	76709689	76722822	upstream	-3643	3472	NearestStart
15	79030107	79030325	219	MACS_peak_574 ENSMUSG00000075556	MACS_peak_574	+	ENSMUSG00000075556	79024377	79024697	downstream	5730	5410	NearestStart
15	79921379	79921642	264	MACS_peak_577 ENSMUSG00000022415	MACS_peak_577	+	ENSMUSG00000022415	79921782	79946506	upstream	-403	140	NearestStart
15	80431994	80432097	104	MACS_peak_578 ENSMUSG00000042351	MACS_peak_578	+	ENSMUSG00000042351	80403024	80479192	inside	28970	28970	NearestStart
15	80560031	80560148	118	MACS_peak_579 ENSMUSG00000047888	MACS_peak_579	+	ENSMUSG00000047888	80541749	80771516	inside	18282	18282	NearestStart
15	82980135	82980330	196	MACS_peak_581 ENSMUSG00000065176	MACS_peak_581	+	ENSMUSG00000065176	82980074	82980224	overlapEnd	61	61	NearestStart
15	84452465	84452794	330	MACS_peak_583 ENSMUSG00000036106	MACS_peak_583	+	ENSMUSG00000036106	84511428	84534103	upstream	-58963	58634	NearestStart
15	93320087	93320249	163	MACS_peak_587 ENSMUSG00000036167	MACS_peak_587	+	ENSMUSG00000036167	93228809	93319743	downstream	91278	344	NearestStart
15	99535562	99535673	112	MACS_peak_592 ENSMUSG00000023018	MACS_peak_592	+	ENSMUSG00000023018	99532718	99544426	inside	2844	2844	NearestStart
15	100079114	100079286	173	MACS_peak_594 ENSMUSG00000023027	MACS_peak_594	+	ENSMUSG00000023027	100058290	100091679	inside	20824	12393	NearestStart
15	102786637	102786787	151	MACS_peak_599 ENSMUSG00000001656	MACS_peak_599	+	ENSMUSG00000001656	102784957	102787132	inside	1680	345	NearestStart
